,width,N,R,Run,AgentId,Capacity,Conquered,Land Owned,Scaling A,Scaling B
2794,15,30,20,1,14,59,"[(14, 13), (1, 0), (14, 0), (0, 0), (2, 14), (1, 0), (0, 0), (0, 14), (0, 0), (13, 13), (13, 14), (13, 14), (13, 13), (13, 13), (13, 13), (13, 13), (13, 14), (14, 0), (1, 0), (0, 0), (2, 14), (1, 0), (0, 0), (0, 0), (0, 0), (14, 14), (14, 0), (14, 14), (14, 0), (14, 14), (14, 14), (14, 0), (14, 14), (14, 0), (14, 0), (13, 13), (13, 13), (13, 13), (14, 14), (14, 0), (14, 14), (14, 0), (14, 14), (14, 14), (13, 13), (13, 13), (14, 14), (14, 14), (14, 14), (13, 13), (14, 14), (14, 14), (13, 13), (14, 14), (14, 14), (13, 13), (14, 14)]","[(14, 13), (13, 13), (13, 13), (12, 12)]",1,224
334,10,20,20,1,14,101,"[(6, 9), (6, 9), (6, 9), (4, 9), (4, 9), (4, 9), (4, 9), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (4, 9), (3, 8), (3, 8), (3, 8), (4, 9), (4, 9), (3, 8), (3, 8), (3, 8), (4, 9), (4, 9), (4, 9), (4, 9), (3, 8), (3, 8), (3, 8), (4, 9), (4, 9), (3, 8), (3, 8), (3, 8), (3, 8), (4, 9), (4, 9), (3, 8), (3, 8), (4, 9), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (4, 9), (3, 8)]","[(6, 0), (7, 0), (7, 9), (6, 9), (4, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (3, 8), (2, 7)]",1,250
335,10,20,20,1,15,96,"[(5, 3), (5, 3), (6, 2), (5, 3), (5, 3), (4, 4), (4, 4), (4, 4), (4, 4), (5, 3), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (4, 4), (4, 4), (4, 4), (4, 4), (5, 3), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4)]","[(4, 2), (4, 2), (4, 2), (4, 2), (4, 2), (4, 2), (3, 3), (4, 2), (3, 3), (4, 2), (3, 3), (4, 2), (3, 3), (4, 2), (3, 3), (4, 2)]",2,209
336,10,20,20,1,16,78,"[(1, 3), (1, 3), (9, 3), (9, 3), (0, 3), (9, 3), (1, 6), (2, 5), (1, 6), (9, 3), (9, 4), (9, 5), (9, 3), (9, 4), (0, 5), (9, 7), (5, 3), (5, 3), (4, 4), (3, 4), (4, 4), (5, 3), (4, 4), (5, 3)]","[(9, 1), (0, 2), (9, 1), (8, 3), (9, 5), (0, 5), (1, 4), (3, 3), (3, 3), (3, 3), (4, 2), (3, 3), (4, 2), (3, 3), (4, 2), (3, 3)]",1,140
337,10,20,20,1,17,54,"[(5, 3), (4, 4), (4, 4), (4, 4), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (4, 4), (5, 3), (5, 3), (5, 3), (5, 3), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (5, 3), (5, 3), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (5, 3), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3)]","[(6, 1), (6, 2), (6, 3), (4, 2), (4, 2), (4, 2), (4, 2), (4, 2), (4, 2), (4, 2)]",3,236
338,10,20,20,1,18,115,"[(2, 3), (1, 3), (9, 5), (9, 2), (0, 2), (1, 6), (2, 5), (1, 6), (2, 5), (1, 6), (2, 5), (2, 5), (1, 3), (3, 4), (4, 5), (3, 6), (5, 3), (4, 4), (4, 4), (4, 4), (5, 3), (4, 4), (5, 3), (4, 4), (5, 3)]","[(0, 3), (0, 1), (8, 2), (8, 3), (8, 2), (8, 2), (8, 3), (8, 4), (0, 2), (0, 5), (9, 4), (1, 4), (1, 4), (3, 3), (3, 3), (3, 3), (3, 3), (4, 2), (3, 3), (3, 3), (4, 2), (3, 3), (4, 2), (3, 3), (4, 2), (3, 3), (3, 3), (4, 2), (3, 3), (4, 2), (3, 3), (4, 2), (3, 3), (4, 2), (3, 3), (4, 2)]",1,171
339,10,20,20,1,19,102,"[(2, 5), (5, 3), (5, 3), (4, 4), (4, 4), (4, 4), (5, 3), (5, 3), (5, 3), (5, 3), (4, 4), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (4, 4), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (4, 4), (4, 4), (5, 3), (5, 3), (5, 3), (4, 4), (4, 4), (4, 4), (5, 3), (4, 4), (4, 4), (5, 3), (5, 3), (4, 4), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (4, 4), (4, 4), (5, 3), (4, 4), (4, 4), (4, 4), (5, 3), (5, 3), (5, 3), (4, 4), (4, 4), (5, 3), (5, 3), (5, 3), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (5, 3), (5, 3), (5, 3), (4, 4), (4, 4), (4, 4), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3)]","[(1, 6), (0, 5), (2, 3), (3, 3)]",4,292
2809,15,30,20,1,29,76,"[(8, 13), (8, 13), (8, 13), (7, 14), (7, 13), (7, 13), (5, 13), (5, 13), (6, 12)]","[(9, 12), (5, 11), (5, 11), (4, 12), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (5, 11), (4, 12)]",3,124
2808,15,30,20,1,28,83,"[(8, 8), (10, 6), (7, 5), (8, 5), (7, 6), (9, 7), (7, 6), (9, 6), (10, 6), (9, 8), (8, 8), (10, 9), (10, 9), (10, 9), (10, 9), (9, 8), (5, 9), (6, 9), (6, 9), (5, 9), (4, 7), (5, 9), (6, 10), (10, 9), (9, 10), (8, 9), (7, 9), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12)]","[(9, 3), (8, 2), (8, 3), (9, 4), (7, 4), (6, 4), (5, 4), (6, 4), (9, 5), (5, 7), (5, 8), (6, 10)]",2,216
2807,15,30,20,1,27,63,"[(9, 12), (8, 13), (8, 14), (7, 14), (5, 13), (5, 13), (6, 12), (6, 12)]","[(7, 10), (8, 10), (9, 10), (9, 11), (9, 13), (7, 12), (6, 14), (4, 14), (4, 13), (4, 12), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11)]",5,113
2806,15,30,20,1,26,75,"[(14, 8), (14, 9), (14, 8), (14, 9), (14, 8), (12, 8), (14, 8), (14, 8), (0, 8), (14, 8), (0, 8), (14, 8), (14, 8), (14, 9), (14, 8), (14, 9), (14, 8), (14, 8), (14, 8), (14, 8), (0, 8), (14, 8), (14, 9), (14, 8), (14, 8), (14, 8), (14, 8), (14, 8), (14, 8), (0, 8), (14, 9), (1, 7), (1, 8), (0, 8), (14, 9), (0, 8), (1, 8)]","[(12, 5), (13, 5), (13, 8), (13, 8), (13, 8), (13, 8), (13, 8), (13, 8), (13, 8), (13, 8), (13, 8), (13, 8), (13, 7), (12, 6), (0, 6)]",1,190
2805,15,30,20,1,25,91,"[(1, 10), (0, 11), (0, 11), (1, 10), (1, 9), (1, 8), (14, 9), (0, 11), (0, 12), (0, 10), (1, 10), (0, 9), (0, 10), (1, 7), (2, 5), (2, 5), (2, 5), (2, 6), (2, 5), (2, 6), (2, 6), (2, 5), (2, 6), (3, 6)]","[(14, 10), (14, 11), (13, 7), (13, 8), (13, 7), (13, 8), (13, 8), (0, 7), (14, 6), (12, 3), (1, 5), (1, 5), (1, 5), (1, 5), (1, 5), (1, 4), (1, 5), (1, 4), (1, 4)]",1,170
2804,15,30,20,1,24,98,"[(5, 0), (5, 14), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13)]",[],2,548
2803,15,30,20,1,23,84,"[(5, 1), (5, 13), (5, 14), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12)]","[(4, 14), (4, 12), (4, 12), (4, 12), (4, 12), (4, 12), (4, 12), (4, 12), (4, 12), (4, 12), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12)]",1,125
2802,15,30,20,1,22,78,"[(7, 3), (7, 3), (7, 3), (7, 3), (6, 4), (8, 4), (7, 3), (6, 4), (7, 3), (7, 3), (7, 3), (6, 4), (6, 3), (5, 13), (5, 13), (6, 12), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13)]","[(4, 1), (6, 2), (4, 0), (4, 14), (4, 13), (4, 12), (4, 12), (4, 12), (4, 12)]",1,229
2801,15,30,20,1,21,82,"[(8, 5), (4, 7), (4, 7), (3, 6), (2, 5), (2, 5), (1, 6), (2, 6), (1, 7), (1, 6), (1, 7), (2, 5), (1, 6), (2, 5), (2, 5), (1, 6), (1, 5), (2, 5), (2, 6), (1, 6), (3, 6), (2, 6), (2, 5), (2, 6), (1, 6), (1, 5), (1, 6), (14, 3), (13, 3), (10, 6), (11, 5), (12, 4), (8, 8), (6, 5)]","[(4, 3), (4, 4), (5, 4), (6, 5), (5, 4), (14, 4), (14, 5), (13, 4), (2, 5), (1, 4), (1, 5), (1, 4), (1, 4), (1, 5), (14, 3), (13, 2), (12, 1), (11, 1), (11, 2), (10, 3), (9, 5), (8, 6), (7, 5), (6, 4), (6, 4), (5, 4), (5, 4), (5, 3), (6, 2)]",1,171
2800,15,30,20,1,20,68,"[(6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (6, 12), (6, 12), (5, 13), (5, 13), (6, 12)]","[(5, 11), (5, 11), (5, 11), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12)]",1,152
2799,15,30,20,1,19,106,"[(1, 10), (0, 11), (0, 11), (14, 9), (0, 9), (0, 9), (14, 9), (14, 8), (14, 9), (14, 9), (14, 8), (14, 9), (14, 9), (14, 8), (14, 9), (14, 8), (14, 8), (14, 8), (14, 9), (14, 9), (14, 9), (14, 9), (14, 9), (14, 9), (14, 9), (14, 8), (14, 8), (14, 9), (14, 9), (14, 9), (14, 8), (14, 9), (14, 8), (14, 9), (14, 9), (14, 9), (14, 9), (14, 9), (14, 9), (14, 8), (14, 8), (14, 8), (14, 9), (14, 8), (14, 8), (14, 8), (14, 8), (13, 7), (14, 5), (14, 6), (2, 5), (2, 5)]","[(13, 10), (14, 10), (0, 9), (13, 8), (13, 8), (11, 7), (12, 6), (12, 5), (13, 7), (13, 8), (14, 7), (0, 6), (1, 5), (1, 5)]",1,196
2798,15,30,20,1,18,75,"[(14, 8), (13, 8), (14, 9), (13, 9), (13, 7), (13, 9), (13, 7), (13, 9), (0, 6), (14, 7), (13, 8), (13, 7), (12, 8), (14, 8), (13, 8), (12, 8), (12, 8), (12, 8), (13, 8), (13, 7), (12, 8), (12, 8), (12, 8), (12, 8), (13, 8), (14, 7), (2, 6), (1, 7), (2, 6), (2, 6), (2, 6), (2, 6), (2, 6), (2, 5), (2, 5), (2, 6), (2, 5), (2, 6), (2, 6), (2, 5), (2, 5), (2, 6), (3, 6), (2, 6), (2, 6), (2, 6), (3, 6), (3, 6), (2, 5)]","[(14, 6), (14, 7), (10, 6), (12, 6), (13, 8), (13, 7), (12, 5), (12, 6), (11, 7), (11, 7), (11, 7), (1, 5), (1, 5), (1, 4), (1, 4), (1, 5), (1, 4)]",1,253
2797,15,30,20,1,17,55,"[(0, 14), (1, 0), (1, 1), (14, 14), (14, 14), (13, 13), (0, 11), (0, 11), (0, 12), (0, 12), (14, 13), (13, 13), (1, 10), (1, 11), (0, 12), (13, 13), (14, 13), (2, 13), (14, 14), (13, 13), (14, 14), (1, 0), (1, 1), (1, 0), (0, 4), (14, 3), (0, 2), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3)]","[(12, 11), (13, 0), (14, 0), (12, 0), (14, 10), (0, 11), (1, 12), (2, 13), (1, 13), (14, 13), (14, 12), (13, 13), (13, 13), (12, 12), (13, 13), (13, 14), (0, 14), (0, 14), (14, 1)]",1,159
2796,15,30,20,1,16,56,"[(12, 8), (12, 8), (12, 8), (12, 8), (12, 8), (12, 8), (12, 8), (12, 7), (12, 7), (12, 7), (12, 8), (12, 8), (12, 8), (12, 8), (12, 8), (12, 8), (12, 8), (12, 8), (12, 8), (12, 8), (13, 7), (12, 8), (12, 8), (12, 8), (0, 4), (0, 2), (0, 3), (14, 5), (14, 5), (14, 5), (0, 4), (14, 5), (0, 4), (0, 4), (0, 4), (14, 3), (0, 4), (0, 4), (0, 3)]","[(11, 7), (11, 7), (12, 6), (12, 5), (13, 1), (14, 3), (13, 2), (13, 2), (14, 3), (14, 1)]",1,171
2795,15,30,20,1,15,52,"[(5, 13), (6, 13), (6, 13), (5, 13), (6, 13), (5, 11), (5, 9), (4, 12), (1, 14), (0, 0), (1, 0), (0, 0), (1, 0), (0, 0), (0, 0), (0, 14), (0, 0), (2, 14), (1, 0), (13, 13), (13, 13), (13, 13), (13, 13)]","[(1, 9), (2, 9), (3, 10), (1, 11), (2, 11), (2, 12), (3, 12), (5, 11), (5, 11), (3, 10), (3, 9), (2, 10), (2, 13), (1, 12), (1, 13), (0, 14), (13, 13), (13, 13), (13, 13), (13, 13)]",5,179
2793,15,30,20,1,13,148,"[(7, 6), (10, 8), (9, 9), (10, 9), (10, 12), (11, 12), (11, 12), (11, 12), (11, 12), (10, 12), (13, 13), (12, 13), (5, 13), (5, 13), (7, 13), (7, 13), (5, 13), (5, 13), (5, 13), (5, 13)]","[(2, 7), (4, 5), (5, 5), (7, 5), (5, 6), (5, 7), (6, 7), (8, 6), (6, 8), (7, 8), (7, 9), (8, 9), (9, 8), (10, 10), (11, 10), (10, 11), (10, 11), (9, 10), (8, 11), (5, 11), (5, 11), (5, 11), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11), (4, 12), (5, 11)]",1,185
4160,20,10,40,1,0,75,"[(16, 16), (0, 15), (0, 16), (0, 17), (1, 19), (2, 0), (5, 2), (11, 10), (12, 10), (11, 10), (12, 10), (11, 10), (12, 10), (11, 10), (12, 10), (11, 10), (14, 11), (15, 10), (14, 11), (15, 10), (14, 11), (15, 10), (14, 11), (15, 11), (12, 12), (13, 12), (12, 12), (13, 12), (12, 12), (14, 14), (14, 14), (17, 15), (16, 16), (17, 14), (18, 14), (17, 15), (16, 16), (16, 16), (16, 16), (17, 15), (18, 13), (0, 15), (19, 16)]","[(18, 18), (17, 17), (18, 14), (17, 16), (18, 16), (18, 17), (19, 18), (1, 17), (19, 19), (0, 19), (2, 17), (2, 18), (2, 19), (0, 0), (0, 1), (1, 1), (2, 1), (3, 1), (1, 2), (3, 2), (1, 3), (2, 3), (3, 3), (4, 2), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (4, 3), (5, 3), (6, 3), (4, 4), (6, 4), (4, 5), (5, 5), (6, 5), (7, 3), (8, 3), (8, 4), (7, 5), (9, 4), (7, 6), (8, 6), (9, 6), (9, 7), (7, 8), (8, 8), (10, 8), (8, 9), (9, 9), (12, 8), (12, 9), (13, 9), (13, 8), (14, 8), (15, 8), (15, 9), (15, 14), (18, 13), (16, 15), (15, 14), (14, 13), (15, 15), (14, 16)]",2,216
2956,15,30,30,1,26,110,"[(11, 5), (10, 3), (12, 4), (11, 5), (14, 3), (14, 3), (0, 3), (0, 3), (14, 3), (0, 3), (14, 3), (0, 3), (0, 3), (13, 4), (12, 4), (13, 4), (12, 4), (13, 4), (14, 3), (1, 2), (1, 2), (1, 1), (2, 2), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (2, 2), (1, 1), (1, 1), (2, 2), (2, 2), (2, 2), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (2, 2), (1, 1), (1, 1), (1, 1), (2, 2), (2, 2), (2, 2), (2, 2), (2, 2), (2, 2), (2, 2), (2, 2), (1, 1), (1, 1), (1, 1), (2, 2), (1, 2)]","[(10, 5), (9, 3), (13, 2), (1, 0), (1, 1)]",1,210
2958,15,30,30,1,28,96,"[(8, 3), (8, 3), (7, 1), (8, 3), (7, 2), (7, 1), (7, 2), (7, 2), (6, 3), (7, 2), (7, 2), (6, 3), (7, 2), (7, 2), (6, 3), (7, 2), (7, 2), (7, 2), (7, 2), (7, 2), (6, 3), (5, 3), (6, 3), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (4, 3), (4, 3), (5, 3), (5, 3)]","[(6, 1), (5, 2), (3, 1), (3, 1), (3, 2), (3, 1)]",2,198
5863,20,40,40,1,23,110,"[(6, 5), (7, 4), (7, 5), (5, 6), (5, 7), (4, 5), (5, 6), (5, 6), (6, 2), (5, 3), (5, 2), (7, 2), (7, 2), (7, 2), (7, 2), (6, 2), (5, 3), (3, 4), (6, 5), (6, 5), (8, 5), (8, 6), (7, 7), (8, 5), (7, 3), (9, 5), (8, 6), (7, 7), (7, 8), (10, 7), (10, 7), (9, 7), (8, 7), (6, 11), (5, 13), (5, 13), (4, 12)]","[(6, 4), (3, 4), (4, 5), (4, 5), (4, 5), (4, 4), (3, 3), (6, 1), (4, 2), (3, 2), (3, 4), (4, 5), (5, 4), (7, 4), (6, 3), (7, 4), (8, 3), (9, 4), (7, 5), (8, 5), (6, 8), (5, 9), (4, 10), (3, 9), (2, 8), (2, 7)]",2,216
5862,20,40,40,1,22,76,"[(6, 15), (6, 15), (6, 15), (6, 14), (6, 14), (6, 14), (6, 14), (5, 13), (6, 14), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (5, 13), (7, 15), (8, 18), (7, 19), (8, 18), (7, 17), (5, 18), (5, 18), (5, 18), (6, 17), (5, 17), (6, 17), (6, 14), (7, 16), (6, 14), (6, 14), (6, 14), (4, 12)]","[(5, 13), (5, 13), (6, 16), (5, 13), (5, 14), (5, 13), (5, 13), (5, 13), (5, 13), (4, 12)]",2,198
5861,20,40,40,1,21,57,"[(6, 2), (6, 2), (6, 2), (6, 2), (5, 1), (5, 1), (5, 1), (6, 2), (6, 2), (7, 2), (7, 2), (8, 1), (7, 2), (7, 2), (8, 1), (7, 19), (7, 0), (7, 0), (8, 18), (7, 0), (7, 0), (7, 19), (7, 0), (7, 0), (7, 0), (8, 18), (7, 19), (7, 0), (7, 0), (7, 0), (8, 18), (7, 19), (7, 0), (6, 19), (6, 19), (7, 19), (8, 18), (7, 19), (6, 19), (6, 19)]","[(7, 0), (5, 18), (5, 18), (5, 18), (6, 18), (5, 18), (6, 18)]",1,161
5860,20,40,40,1,20,69,"[(12, 2), (12, 6), (14, 11), (15, 12), (16, 11), (16, 11), (0, 12), (18, 13), (19, 12), (0, 12), (19, 12), (0, 12), (0, 12), (19, 12), (19, 11), (19, 12), (0, 11), (0, 11), (0, 11), (0, 11), (19, 11), (0, 11), (19, 11), (19, 11), (19, 11), (19, 11), (0, 12), (0, 11), (0, 12), (0, 11), (0, 12), (0, 11)]","[(8, 16), (8, 17), (7, 17), (9, 17), (7, 18), (9, 18), (7, 19), (8, 19), (10, 18), (10, 19), (8, 0), (9, 0), (11, 19), (11, 0), (9, 1), (12, 0), (12, 1), (10, 2), (8, 2), (9, 2), (10, 3), (9, 4), (11, 3), (11, 4), (13, 4), (14, 5), (13, 6), (15, 6), (14, 7), (16, 7), (14, 8), (15, 8), (16, 8), (15, 9), (14, 9), (17, 8), (17, 9), (17, 10), (18, 10), (18, 10), (18, 11)]",4,169
5859,20,40,40,1,19,76,"[(16, 19), (16, 0), (16, 0), (16, 0), (16, 0), (16, 19), (15, 0), (16, 19), (16, 0), (16, 2), (15, 1), (15, 0), (16, 0), (16, 0), (16, 0), (16, 19), (15, 0), (16, 0), (16, 0), (17, 19), (16, 19), (15, 0), (16, 0), (15, 1), (16, 0), (16, 0), (16, 2), (16, 2), (16, 0), (15, 1), (16, 19), (16, 0), (16, 0), (15, 1), (16, 0), (16, 0), (15, 1), (15, 0), (16, 2), (16, 0), (16, 0), (16, 19), (15, 0)]","[(14, 18), (13, 0), (14, 17), (15, 19), (15, 19), (15, 19), (15, 19), (16, 0)]",4,196
5858,20,40,40,1,18,131,"[(13, 17), (15, 16), (18, 15), (17, 16), (17, 16), (16, 15), (10, 17), (10, 17), (10, 17), (10, 17), (11, 16), (11, 17), (12, 16), (10, 17), (11, 17), (11, 16), (10, 17), (10, 18), (10, 18), (10, 18), (10, 17), (11, 18), (13, 17), (14, 17), (15, 16), (14, 17), (17, 16), (16, 16), (15, 16), (14, 19), (14, 19), (16, 19), (14, 19), (16, 19), (14, 19), (14, 19)]","[(14, 14), (13, 15), (12, 16), (11, 15), (9, 16), (9, 17), (9, 16), (9, 15), (9, 16), (10, 15), (11, 15), (12, 16), (14, 17), (14, 17), (14, 17), (14, 17), (14, 17), (14, 17), (13, 18), (14, 17), (13, 18), (14, 17)]",1,204
5857,20,40,40,1,17,98,"[(9, 19), (9, 19), (9, 19), (9, 19), (10, 18), (9, 19), (10, 16), (11, 18), (11, 18), (10, 17), (10, 17), (10, 17), (9, 17), (11, 13), (11, 16), (10, 17), (10, 17), (11, 16), (10, 17), (11, 16), (10, 18), (11, 18), (11, 17), (11, 18), (10, 18), (10, 17), (10, 18), (9, 19), (9, 19), (9, 19), (9, 19), (10, 18), (9, 19), (11, 18), (10, 18), (9, 19), (10, 18)]","[(4, 12), (6, 12), (6, 13), (7, 13), (7, 14), (6, 15), (7, 15), (8, 14), (8, 13), (9, 13), (8, 14), (9, 15), (9, 16), (9, 16), (9, 16), (7, 17)]",4,183
5856,20,40,40,1,16,80,"[(18, 1), (18, 1), (17, 2), (18, 1), (17, 2), (18, 1), (17, 2), (18, 1), (18, 1), (17, 1), (18, 1), (18, 1), (17, 2), (18, 1), (18, 1), (18, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 19), (1, 19), (1, 19), (1, 19), (1, 0), (1, 0), (1, 0), (1, 19), (1, 0), (1, 0), (1, 19), (1, 0), (1, 0), (1, 0), (1, 0), (1, 19), (1, 19), (1, 0), (1, 0), (1, 0), (1, 19), (1, 0), (1, 19), (1, 19), (1, 19), (1, 19), (1, 19), (1, 19), (1, 19), (1, 19), (1, 19), (1, 19), (1, 19), (1, 19), (1, 19), (1, 19), (1, 0), (1, 0), (1, 19), (1, 19), (1, 19), (1, 19), (1, 0), (1, 19), (1, 19), (1, 19), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 19), (1, 19), (1, 19), (1, 0), (1, 0), (0, 19)]","[(17, 0), (18, 19)]",1,223
5855,20,40,40,1,15,61,"[(1, 1), (0, 17), (1, 18), (0, 18), (2, 0), (2, 0), (2, 0), (1, 0), (2, 0), (1, 0), (2, 0), (2, 0), (1, 0), (2, 0), (2, 0), (2, 0), (2, 0), (1, 19), (1, 0), (1, 0), (1, 19), (1, 19), (1, 19), (1, 19), (1, 19), (1, 19), (0, 18)]","[(0, 17), (0, 19), (0, 18), (0, 18), (0, 18)]",1,158
